Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
386,Jabari Parker\parkeja01,PF,25,BOS,6,76,15.8,.558,.154,.154,8.8,19.2,13.9,11.7,0.6,3.7,12.6,18.0,,0.1,0.1,0.2,.098,,0.0,0.5,0.5,0.0
387,Eric Paschall\pascher01,PF,24,GSW,39,676,13.3,.555,.181,.304,4.3,15.1,9.7,11.8,0.8,0.9,11.0,23.6,,0.2,0.6,0.8,.057,,-1.7,-1.5,-3.1,-0.2
388,Anžejs Pasečņiks\pasecan01,C,25,WAS,1,6,-40.7,.000,1.000,.000,17.8,0.0,8.9,18.9,0.0,0.0,83.3,41.5,,-0.1,0.0,-0.1,-1.116,,-40.1,-7.1,-47.1,-0.1
389,Patrick Patterson\pattepa01,PF,31,LAC,36,510,10.7,.572,.683,.110,3.6,11.2,7.5,5.8,1.3,1.4,6.7,14.1,,0.5,0.5,1.0,.094,,-0.5,-0.2,-0.7,0.2
390,Justin Patton\pattoju01,C,23,HOU,13,247,11.7,.488,.486,.057,5.8,15.7,10.5,8.2,2.3,5.1,5.3,13.1,,0.1,0.3,0.4,.081,,-3.8,1.7,-2.0,0.0
391,Chris Paul\paulch01,PG,35,PHO,63,1986,20.9,.594,.301,.207,1.4,14.6,8.1,40.1,2.2,0.7,14.3,22.4,,5.5,2.6,8.1,.197,,3.1,1.3,4.4,3.2
392,Cameron Payne\payneca01,PG,26,PHO,52,907,15.8,.574,.419,.143,1.9,13.3,7.7,27.9,1.6,1.3,13.6,19.4,,1.5,1.1,2.6,.137,,0.7,0.8,1.4,0.8
393,Elfrid Payton\paytoel01,PG,26,NYK,55,1364,12.8,.489,.162,.176,5.1,10.3,7.7,21.7,1.6,0.6,12.9,23.4,,-0.3,1.7,1.3,.047,,-2.1,-0.6,-2.7,-0.2
394,Gary Payton II\paytoga02,PG,28,GSW,10,40,29.3,.847,.308,.308,5.4,23.7,14.6,4.1,7.0,2.2,6.3,16.8,,0.2,0.1,0.3,.328,,0.5,9.0,9.5,0.1
395,Norvel Pelle\pelleno01,C,27,TOT,10,63,10.5,.512,.000,.462,10.8,17.1,14.0,1.8,0.8,8.8,16.1,12.9,,0.0,0.1,0.1,.080,,-4.4,1.3,-3.1,0.0
395,Norvel Pelle\pelleno01,C,27,BRK,3,28,2.1,.429,.000,.000,12.4,15.2,13.9,0.0,0.0,9.4,30.0,15.5,,-0.1,0.0,0.0,-0.068,,-9.8,0.1,-9.7,-0.1
395,Norvel Pelle\pelleno01,C,27,SAC,1,4,30.2,.543,.000,4.000,27.5,0.0,14.0,28.1,0.0,0.0,0.0,29.7,,0.0,0.0,0.0,.370,,6.3,-4.9,1.4,0.0
395,Norvel Pelle\pelleno01,C,27,NYK,6,31,15.5,.595,.000,.400,7.1,20.9,14.1,0.0,1.6,9.3,0.0,8.4,,0.0,0.1,0.1,.177,,-0.9,3.1,2.2,0.0
396,Reggie Perry\perryre01,PF,20,BRK,23,203,12.0,.477,.276,.171,14.9,22.5,18.9,9.4,1.4,2.6,14.6,20.5,,0.0,0.2,0.2,.052,,-4.3,-1.5,-5.8,-0.2
397,Theo Pinson\pinsoth01,SG,25,NYK,16,33,-8.7,.111,.889,.000,0.0,13.1,6.6,3.8,0.0,0.0,10.0,13.4,,-0.2,0.0,-0.1,-0.215,,-13.8,-3.2,-17.0,-0.1
398,Mason Plumlee\plumlma01,C,30,DET,55,1474,18.5,.637,.019,.454,10.6,28.3,19.4,20.8,1.4,2.8,18.9,16.3,,2.9,2.1,5.0,.163,,0.2,1.8,2.0,1.5
399,Jakob Poeltl\poeltja01,C,25,SAS,61,1624,17.5,.623,.000,.318,12.9,19.1,15.9,9.7,1.2,5.6,16.0,13.4,,2.8,2.3,5.2,.153,,-0.5,1.0,0.5,1.0
400,Vincent Poirier\poirivi01,C,27,PHI,10,39,1.6,.273,.083,.500,17.2,22.2,19.7,6.6,0.0,6.9,21.5,20.5,,-0.2,0.1,-0.1,-0.126,,-11.4,-3.2,-14.6,-0.1
401,Aleksej Pokusevski\pokusal01,PF,19,OKC,41,959,6.1,.412,.514,.094,3.1,17.6,10.3,13.3,0.9,3.7,17.6,20.1,,-2.5,0.9,-1.6,-0.081,,-5.2,-0.5,-5.7,-0.9
402,Jordan Poole\poolejo01,SG,21,GSW,43,800,13.9,.559,.568,.225,1.2,8.2,4.7,16.2,1.4,0.8,8.9,24.6,,0.5,0.7,1.2,.071,,0.1,-1.4,-1.3,0.2
403,Jontay Porter\portejo01,PF,21,MEM,9,27,4.5,.486,.700,.300,7.7,31.9,19.6,4.8,3.5,0.0,30.6,25.5,,-0.1,0.1,-0.1,-0.095,,-9.5,-0.3,-9.8,-0.1
404,Kevin Porter Jr.\porteke02,SG,20,HOU,25,812,12.6,.527,.441,.254,2.5,10.7,6.4,31.3,1.1,0.9,18.4,25.3,,-0.3,0.4,0.1,.005,,-1.4,-2.3,-3.7,-0.3
405,Michael Porter Jr.\portemi01,SF,22,DEN,54,1702,20.6,.661,.456,.172,5.8,21.3,13.6,5.3,0.9,3.1,7.7,21.4,,4.4,1.9,6.2,.176,,3.9,-1.0,2.9,2.1
406,Otto Porter\porteot01,SF-PF,27,TOT,28,606,14.5,.552,.458,.185,5.2,22.5,13.9,12.9,1.3,0.6,9.2,19.3,,0.6,0.6,1.2,.098,,0.0,-0.5,-0.6,0.2
406,Otto Porter\porteot01,SF,27,CHI,25,540,14.8,.566,.470,.183,5.9,22.5,14.3,13.0,1.1,0.6,10.3,19.5,,0.6,0.5,1.2,.104,,0.6,-0.9,-0.3,0.2
406,Otto Porter\porteot01,PF,27,ORL,3,66,11.8,.441,.360,.200,0.0,23.0,11.1,11.5,3.0,0.0,0.0,17.8,,0.0,0.1,0.1,.053,,-5.3,2.3,-2.9,0.0
407,Bobby Portis\portibo01,C,25,MIL,59,1251,19.8,.604,.267,.113,9.3,25.5,17.7,7.6,1.8,1.6,8.4,20.5,,2.6,1.9,4.5,.172,,2.0,-0.4,1.6,1.1
408,Kristaps Porziņģis\porzikr01,C,25,DAL,40,1245,21.2,.578,.380,.208,6.9,24.9,16.0,8.5,0.8,4.3,6.8,26.7,,2.3,1.6,3.9,.149,,2.7,-0.7,1.9,1.2
409,Dwight Powell\poweldw01,C,29,DAL,50,765,15.8,.661,.130,.654,9.0,16.9,13.0,6.7,1.9,2.3,13.3,13.9,,1.8,0.9,2.7,.169,,-1.4,1.1,-0.3,0.3
410,Norman Powell\powelno01,SG-SF,27,TOT,62,1956,16.6,.623,.456,.297,2.0,8.6,5.2,9.5,1.9,0.8,10.6,23.1,,3.1,1.2,4.3,.106,,1.0,-0.6,0.4,1.2
410,Norman Powell\powelno01,SG,27,TOR,42,1277,17.7,.645,.475,.288,1.6,9.5,5.4,9.9,1.8,0.6,10.8,24.2,,2.3,0.9,3.2,.122,,1.8,-0.6,1.2,1.0
410,Norman Powell\powelno01,SF,27,POR,20,679,14.5,.575,.414,.318,2.7,6.8,4.7,8.7,2.1,1.1,10.3,21.0,,0.8,0.3,1.1,.075,,-0.5,-0.6,-1.2,0.1
411,Taurean Prince\princta02,PF,26,TOT,41,905,12.1,.540,.474,.232,2.3,15.4,8.8,12.6,1.5,2.3,11.5,19.6,,0.3,0.8,1.0,.055,,-1.2,-0.8,-2.0,0.0
411,Taurean Prince\princta02,PF,26,BRK,12,218,11.7,.565,.500,.365,1.1,15.6,8.7,4.3,1.8,3.2,11.4,19.3,,0.1,0.2,0.3,.063,,-2.7,-0.2,-2.9,0.0
411,Taurean Prince\princta02,PF,26,CLE,29,687,12.2,.532,.466,.194,2.7,15.3,8.8,15.3,1.4,2.0,11.6,19.7,,0.2,0.6,0.8,.053,,-0.8,-0.9,-1.7,0.0
412,Payton Pritchard\pritcpa01,SG,23,BOS,59,1142,12.4,.596,.581,.118,3.0,10.5,6.7,13.1,1.4,0.7,11.8,16.3,,1.6,0.8,2.3,.099,,-0.5,-0.7,-1.2,0.2
413,Immanuel Quickley\quickim01,PG,21,NYK,59,1153,16.5,.558,.519,.296,2.3,9.9,6.1,17.3,1.3,1.0,8.0,25.8,,1.9,1.3,3.2,.135,,1.9,-0.7,1.2,0.9
414,Jahmi'us Ramsey\ramseja01,SG,19,SAC,7,26,19.7,.583,.583,.000,4.2,17.5,10.7,17.5,1.8,3.3,7.7,21.5,,0.0,0.0,0.1,.106,,2.8,-1.2,1.6,0.0
415,Chasson Randle\randlch01,PG,27,ORL,33,638,6.4,.503,.566,.168,0.6,9.2,4.7,13.8,1.2,0.3,16.6,15.1,,-0.5,0.3,-0.1,-0.010,,-5.3,-1.4,-6.7,-0.8
416,Julius Randle\randlju01,PF,26,NYK,63,2356,20.3,.575,.292,.324,3.7,26.2,15.0,26.8,1.3,0.7,13.9,28.9,,3.6,3.8,7.4,.151,,3.2,0.8,4.0,3.6
417,Cam Reddish\reddica01,SF,21,ATL,26,750,9.4,.488,.479,.312,3.3,11.8,7.6,6.6,2.2,1.1,10.2,19.3,,-0.3,0.7,0.4,.024,,-3.2,-0.4,-3.6,-0.3
418,J.J. Redick\redicjj01,SG,36,TOT,41,702,10.4,.570,.659,.194,0.6,9.2,4.9,9.8,0.8,0.4,10.8,19.1,,0.5,0.2,0.7,.051,,-1.2,-2.1,-3.3,-0.2
418,J.J. Redick\redicjj01,SG,36,NOP,31,576,11.0,.575,.654,.220,0.6,9.3,5.0,9.5,0.8,0.3,9.6,19.0,,0.6,0.2,0.8,.064,,-1.0,-2.0,-3.0,-0.1
418,J.J. Redick\redicjj01,SG,36,DAL,10,126,7.4,.541,.682,.068,0.9,8.6,4.8,11.1,0.8,0.7,16.6,19.1,,-0.1,0.1,0.0,-0.007,,-2.2,-2.2,-4.5,-0.1
419,Paul Reed\reedpa01,PF,21,PHI,21,136,18.5,.528,.107,.071,16.4,18.3,17.4,8.1,2.5,7.9,14.8,21.4,,0.0,0.3,0.3,.122,,-3.2,1.6,-1.7,0.0
420,Naz Reid\reidna01,C,21,MIN,63,1207,18.1,.600,.297,.295,6.0,19.9,12.7,8.7,1.2,4.8,9.6,22.6,,1.7,1.1,2.8,.110,,-0.2,-0.4,-0.7,0.4
421,Cameron Reynolds\reynoca01,SF,25,SAS,3,6,6.2,.500,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,,0.0,0.0,0.0,-0.013,,-6.1,-3.2,-9.3,0.0
422,Nick Richards\richani01,PF,23,CHO,17,61,5.1,.584,.125,1.375,3.5,12.6,8.0,4.3,0.0,0.0,18.9,11.2,,0.0,0.0,0.0,.026,,-6.2,-2.3,-8.5,-0.1
423,Josh Richardson\richajo01,SG,27,DAL,51,1605,11.3,.534,.449,.187,3.0,9.1,6.1,12.2,1.5,1.3,11.1,17.9,,0.8,1.2,2.0,.060,,-1.7,-0.6,-2.3,-0.1
424,Grant Riller\rillegr01,PG,23,CHO,5,21,24.6,.778,.444,.000,0.0,0.0,0.0,26.2,2.3,0.0,10.0,20.6,,0.1,0.0,0.1,.201,,5.7,1.3,7.0,0.0
425,Austin Rivers\riverau01,SG,28,TOT,28,615,8.8,.515,.583,.106,1.1,9.6,5.4,13.1,1.6,0.3,11.7,15.3,,0.1,0.6,0.7,.055,,-2.8,-0.4,-3.2,-0.2
425,Austin Rivers\riverau01,SG,28,NYK,21,442,9.5,.545,.570,.104,1.2,10.3,5.8,13.8,1.4,0.0,13.5,16.4,,0.1,0.5,0.6,.064,,-2.3,-0.7,-3.0,-0.1
425,Austin Rivers\riverau01,SG,28,DEN,7,173,7.0,.424,.622,.111,0.7,7.8,4.3,11.5,2.3,1.1,6.0,12.7,,0.0,0.2,0.1,.033,,-4.1,0.3,-3.8,-0.1
426,Andre Roberson\roberan03,SG,29,BRK,5,63,4.2,.202,.571,.143,12.9,13.5,13.2,7.4,2.3,1.4,11.8,11.6,,-0.1,0.1,-0.1,-0.043,,-5.1,-1.2,-6.2,-0.1
427,Duncan Robinson\robindu01,SF,26,MIA,65,2063,10.7,.624,.857,.099,0.3,12.0,6.3,8.2,0.8,0.8,9.6,16.4,,1.6,1.7,3.3,.076,,-0.3,-0.9,-1.3,0.4
428,Glenn Robinson III\robingl02,SF,27,SAC,23,369,9.1,.554,.444,.232,3.3,10.5,6.8,7.0,0.5,0.7,9.2,14.0,,0.3,-0.1,0.2,.026,,-1.9,-2.8,-4.6,-0.2
429,Jerome Robinson\robinje01,SG,23,WAS,17,305,4.1,.400,.442,.211,1.4,11.8,6.6,10.4,1.8,1.7,15.5,16.7,,-0.7,0.3,-0.4,-0.056,,-6.5,-1.1,-7.6,-0.4
430,Justin Robinson\robinju01,PG,23,OKC,9,88,6.0,.453,.667,.238,1.2,7.2,4.1,14.1,1.6,0.0,7.9,12.2,,0.0,0.0,0.0,.023,,-6.2,-1.3,-7.6,-0.1
431,Mitchell Robinson\robinmi01,C,22,NYK,31,853,17.7,.642,.000,.301,14.5,17.6,16.1,2.9,2.1,5.1,11.5,11.7,,1.8,1.6,3.4,.192,,-0.3,1.1,0.9,0.6
432,Isaiah Roby\robyis01,PF,22,OKC,54,1269,12.9,.567,.248,.287,6.9,18.9,12.8,12.1,1.8,2.3,19.0,17.8,,0.1,1.4,1.6,.059,,-3.0,0.5,-2.6,-0.2
433,Rajon Rondo\rondora01,PG,34,TOT,39,646,12.6,.524,.408,.060,2.5,12.6,7.6,34.1,2.4,0.5,24.1,16.9,,0.3,0.7,1.0,.071,,-1.2,0.3,-0.9,0.2
433,Rajon Rondo\rondora01,PG,34,ATL,27,402,9.9,.478,.409,.018,1.1,13.7,7.5,32.8,2.3,0.4,26.0,16.2,,-0.2,0.4,0.1,.017,,-2.8,0.1,-2.7,-0.1
433,Rajon Rondo\rondora01,PG,34,LAC,12,244,16.9,.590,.405,.122,4.7,10.8,7.8,36.2,2.4,0.7,21.2,17.9,,0.5,0.3,0.8,.159,,1.5,0.7,2.1,0.3
434,Derrick Rose\rosede01,PG,32,TOT,43,1077,17.7,.534,.212,.223,1.6,8.9,5.3,28.0,2.0,1.6,10.2,25.8,,1.1,1.3,2.4,.107,,0.8,0.0,0.9,0.8
434,Derrick Rose\rosede01,PG,32,DET,15,342,17.1,.517,.212,.272,1.9,7.6,4.7,32.6,2.6,1.0,12.3,30.0,,0.1,0.3,0.4,.053,,1.2,-0.8,0.4,0.2
434,Derrick Rose\rosede01,PG,32,NYK,28,735,17.9,.544,.211,.196,1.5,9.6,5.6,25.9,1.8,1.8,8.9,23.8,,1.1,1.0,2.0,.133,,0.7,0.4,1.1,0.6
435,Terrence Ross\rosste01,SG,29,ORL,46,1347,13.3,.530,.429,.224,1.1,11.5,6.1,13.2,1.7,1.4,9.9,24.1,,-0.1,1.1,1.0,.035,,-1.3,-1.1,-2.4,-0.1
436,Terry Rozier\roziete01,SG,26,CHO,61,2077,17.4,.585,.514,.173,1.9,11.7,6.8,19.6,1.7,1.2,9.6,24.4,,3.1,1.7,4.8,.111,,2.6,-0.9,1.7,2.0
437,Ricky Rubio\rubiori01,PG,30,MIN,61,1595,13.5,.513,.416,.320,1.6,12.3,6.7,34.1,2.7,0.2,17.0,15.9,,1.6,1.1,2.7,.081,,-2.2,0.0,-2.2,-0.1
438,D'Angelo Russell\russeda01,PG,24,MIN,35,977,17.2,.556,.472,.207,1.2,8.6,4.8,33.0,1.7,1.2,14.0,29.8,,0.6,0.4,1.0,.048,,2.8,-1.9,0.9,0.7
439,Domantas Sabonis\sabondo01,PF,24,IND,54,1922,19.9,.593,.183,.390,7.6,28.1,17.9,25.8,1.5,1.2,16.7,24.3,,3.1,2.5,5.6,.140,,2.1,1.1,3.2,2.5
440,Luka Šamanić\samanlu01,PF,21,SAS,28,265,9.0,.508,.446,.289,5.5,18.3,11.8,6.8,1.3,2.2,14.6,18.0,,-0.2,0.3,0.1,.020,,-5.0,-0.8,-5.8,-0.3
441,JaKarr Sampson\sampsja02,PF,27,IND,25,261,9.2,.510,.141,.294,9.2,18.2,13.7,1.6,0.4,4.1,12.7,18.0,,-0.1,0.3,0.1,.025,,-6.1,-2.1,-8.2,-0.4
442,Dario Šarić\saricda01,C,26,PHO,43,756,14.9,.576,.405,.272,6.4,18.5,12.5,11.0,1.6,0.5,13.4,22.9,,0.7,1.0,1.6,.103,,-1.0,-0.6,-1.6,0.1
443,Tomáš Satoranský\satorto01,SG,29,CHI,52,1199,14.0,.621,.359,.246,2.5,9.4,6.0,27.6,1.6,0.9,21.2,15.3,,1.8,1.0,2.8,.112,,-0.4,-0.1,-0.5,0.4
444,Dennis Schröder\schrode01,SG,27,LAL,59,1901,13.8,.542,.270,.320,1.8,10.3,6.1,26.9,1.7,0.6,15.9,23.0,,1.0,2.7,3.7,.093,,-1.1,0.0,-1.1,0.4
445,Mike Scott\scottmi01,PF,32,PHI,43,735,6.8,.510,.760,.069,1.4,14.4,8.0,5.3,1.5,0.8,9.1,11.6,,0.0,1.0,0.9,.061,,-3.2,0.2,-3.0,-0.2
446,Collin Sexton\sextoco01,SG,22,CLE,52,1854,18.1,.578,.242,.325,3.0,7.0,4.9,21.0,1.5,0.4,11.4,29.2,,2.4,0.9,3.3,.086,,1.8,-1.8,0.0,0.9
447,Landry Shamet\shamela01,SG,23,BRK,54,1220,10.8,.589,.729,.176,0.9,8.0,4.6,9.1,1.1,0.6,9.5,17.3,,1.2,0.5,1.7,.067,,-0.9,-1.4,-2.3,-0.1
448,Iman Shumpert\shumpim01,SG,30,BRK,2,11,-0.3,.250,.750,.000,10.6,0.0,5.0,0.0,4.4,0.0,20.0,19.7,,-0.1,0.0,0.0,-0.210,,-10.2,-2.7,-13.0,0.0
449,Pascal Siakam\siakapa01,PF,26,TOR,53,1892,17.7,.548,.260,.318,5.1,17.6,11.2,20.4,1.5,2.0,10.6,25.9,,2.4,1.9,4.3,.109,,0.8,-0.4,0.4,1.1
450,Chris Silva\silvach01,PF,24,TOT,15,92,11.5,.708,.063,.938,8.8,24.3,16.6,9.4,0.5,6.6,30.7,15.9,,0.1,0.1,0.2,.102,,-6.2,0.8,-5.5,-0.1
450,Chris Silva\silvach01,PF,24,MIA,11,83,13.4,.765,.077,1.154,9.8,24.1,17.1,10.4,0.6,6.3,31.5,15.5,,0.1,0.1,0.2,.138,,-5.0,1.2,-3.8,0.0
450,Chris Silva\silvach01,PF,24,SAC,4,9,-5.9,.333,.000,.000,0.0,25.2,12.4,0.0,0.0,9.4,25.0,19.1,,-0.1,0.0,0.0,-0.227,,-17.9,-3.1,-21.0,0.0
451,Ben Simmons\simmobe01,PG,24,PHI,52,1697,18.3,.580,.019,.517,5.7,19.1,12.5,31.2,2.4,1.8,20.0,20.5,,2.2,3.0,5.2,.148,,0.7,1.9,2.6,2.0
452,Anfernee Simons\simonan01,SG,21,POR,56,934,13.7,.600,.708,.142,1.3,12.7,6.8,12.8,0.9,0.7,9.1,19.3,,1.6,0.2,1.8,.092,,1.5,-1.6,-0.1,0.4
453,Deividas Sirvydis\sirvyde01,SG,20,DET,16,49,3.6,.430,.778,.222,0.0,25.3,12.5,5.9,1.0,0.0,13.2,20.2,,-0.1,0.0,-0.1,-0.071,,-7.5,-2.1,-9.6,-0.1
454,Alen Smailagić\smailal01,PF,20,GSW,11,50,10.9,.430,.278,.222,6.4,16.9,11.7,8.4,1.9,7.1,4.8,17.7,,0.0,0.1,0.0,.042,,-3.5,0.7,-2.8,0.0
455,Marcus Smart\smartma01,PG,26,BOS,44,1453,14.5,.547,.560,.336,2.6,9.1,5.8,23.7,2.3,1.4,13.1,18.5,,2.1,1.3,3.5,.115,,0.1,0.0,0.2,0.8
456,Dennis Smith Jr.\smithde03,PG,23,TOT,23,420,13.6,.492,.400,.179,3.1,11.5,7.3,27.9,2.7,2.9,14.3,19.0,,0.1,0.5,0.6,.071,,-1.3,1.5,0.2,0.2
456,Dennis Smith Jr.\smithde03,PG,23,NYK,3,28,6.9,.356,.400,.600,0.0,7.7,3.9,14.3,5.4,0.0,7.3,21.6,,-0.1,0.1,0.0,-0.012,,-8.2,3.9,-4.3,0.0
456,Dennis Smith Jr.\smithde03,PG,23,DET,20,392,14.1,.504,.400,.148,3.4,11.8,7.5,28.9,2.5,3.1,14.8,18.8,,0.1,0.5,0.6,.077,,-0.8,1.3,0.5,0.3
457,Ish Smith\smithis01,PG,32,WAS,36,738,11.4,.463,.166,.127,2.5,14.2,8.3,26.7,1.6,1.3,13.0,15.6,,0.1,0.7,0.8,.051,,-2.0,0.2,-1.9,0.0
458,Jalen Smith\smithja04,PF,20,PHO,23,94,6.8,.466,.364,.091,7.3,16.5,12.0,2.9,0.5,1.9,12.7,18.6,,-0.1,0.1,0.0,-0.014,,-4.6,-1.5,-6.2,-0.1
459,Tony Snell\snellto01,SG,29,ATL,42,884,9.9,.718,.675,.071,2.0,10.0,6.1,8.4,0.6,1.1,10.7,8.8,,1.5,0.4,1.9,.102,,-0.2,-0.3,-0.5,0.4
460,Ray Spalding\spaldra01,C,23,HOU,2,19,0.8,.410,.250,.500,10.7,11.7,11.2,0.0,0.0,9.5,38.1,17.7,,-0.1,0.0,-0.1,-0.180,,-8.9,-1.4,-10.4,0.0
461,Cassius Stanley\stanlca01,SG,21,IND,20,67,7.6,.416,.273,.212,9.7,16.1,13.0,2.1,0.0,2.4,2.7,23.6,,-0.1,0.0,0.0,-0.023,,-6.5,-4.3,-10.8,-0.1
462,Lamar Stevens\stevela01,PF,23,CLE,40,499,10.5,.521,.184,.375,5.3,16.7,10.8,7.4,1.7,2.3,12.7,15.9,,0.0,0.5,0.5,.047,,-4.0,0.0,-4.0,-0.3
463,Isaiah Stewart\stewais01,C,19,DET,62,1281,16.8,.614,.106,.221,12.8,22.9,17.8,6.3,1.3,5.1,13.7,15.1,,1.9,1.8,3.7,.140,,-1.4,0.5,-0.9,0.4
464,Max Strus\strusma01,SF,24,MIA,35,452,11.5,.589,.795,.108,1.3,7.6,4.5,7.3,1.1,0.2,3.9,18.0,,0.4,0.3,0.8,.082,,-0.5,-1.6,-2.2,0.0
465,Edmond Sumner\sumneed01,SG,25,IND,50,802,13.1,.629,.323,.297,2.3,9.6,6.0,8.1,1.8,1.0,13.4,18.3,,0.8,0.6,1.4,.084,,-2.0,-0.4,-2.5,-0.1
466,Jae'Sean Tate\tateja01,SF,25,HOU,65,1909,13.9,.580,.308,.227,6.6,13.0,9.7,12.1,2.1,1.6,12.1,15.9,,2.1,1.7,3.8,.097,,-1.7,0.6,-1.0,0.5
467,Jayson Tatum\tatumja01,SF,22,BOS,58,2082,21.3,.578,.363,.256,2.3,20.6,11.4,20.7,1.6,1.1,10.5,30.8,,3.9,2.1,6.0,.139,,4.2,-0.4,3.8,3.0
468,Jeff Teague\teaguje01,PG,32,TOT,49,861,11.7,.550,.294,.357,1.7,8.6,5.2,18.1,1.6,1.1,15.6,17.2,,0.7,0.7,1.3,.075,,-2.1,-0.5,-2.6,-0.1
468,Jeff Teague\teaguje01,PG,32,BOS,34,616,11.4,.542,.298,.324,1.8,8.6,5.2,16.2,2.1,1.1,15.4,17.7,,0.3,0.5,0.8,.064,,-2.4,-0.2,-2.5,-0.1
468,Jeff Teague\teaguje01,PG,32,MIL,15,245,12.4,.573,.281,.453,1.3,8.7,5.1,22.8,0.4,1.1,16.3,15.7,,0.4,0.1,0.5,.103,,-1.4,-1.2,-2.6,0.0
469,Garrett Temple\templga01,SG,34,CHI,48,1305,8.4,.534,.536,.130,2.0,9.2,5.6,10.9,1.4,1.5,12.9,13.4,,0.2,1.1,1.3,.049,,-3.2,-0.2,-3.4,-0.5
470,Tyrell Terry\terryty01,PG,20,DAL,11,56,6.0,.318,.438,.188,0.0,11.6,5.9,14.1,4.4,0.0,10.4,15.3,,-0.1,0.1,-0.1,-0.049,,-7.7,2.2,-5.5,-0.1
471,Daniel Theis\theisda01,C,28,TOT,61,1485,15.0,.610,.329,.234,6.2,18.4,12.3,9.7,1.2,3.4,11.3,15.7,,2.3,1.6,3.9,.125,,-0.6,0.4,-0.2,0.7
471,Daniel Theis\theisda01,C,28,BOS,42,1027,15.1,.625,.330,.233,5.8,18.1,11.9,9.3,1.2,3.9,11.4,15.0,,1.7,1.1,2.9,.135,,-0.5,0.7,0.2,0.6
471,Daniel Theis\theisda01,C,28,CHI,19,458,14.8,.579,.327,.238,6.9,19.0,13.0,10.5,1.2,2.1,11.0,17.2,,0.5,0.5,1.0,.104,,-0.8,-0.2,-1.0,0.1
472,Brodric Thomas\thomabr01,SG,24,TOT,24,215,6.0,.449,.569,.415,2.5,10.7,6.5,11.7,1.8,2.9,18.1,19.0,,-0.4,0.2,-0.2,-0.044,,-5.7,-0.5,-6.2,-0.2
472,Brodric Thomas\thomabr01,SG,24,HOU,4,24,7.3,.496,.857,1.000,4.3,13.9,8.9,22.9,2.0,3.7,28.4,25.0,,-0.1,0.0,0.0,-0.059,,-6.9,-0.5,-7.3,0.0
472,Brodric Thomas\thomabr01,SG,24,CLE,20,191,5.9,.442,.534,.345,2.3,10.3,6.2,10.3,1.8,2.8,16.3,18.2,,-0.3,0.2,-0.2,-0.043,,-5.5,-0.5,-6.0,-0.2
473,Isaiah Thomas\thomais02,PG,31,NOP,3,48,2.4,.412,.444,.074,2.3,6.8,4.6,15.0,1.0,0.0,17.7,29.8,,-0.2,0.0,-0.2,-0.180,,-8.1,-5.6,-13.8,-0.1
474,Matt Thomas\thomama02,SG,26,TOT,38,285,9.5,.552,.620,.093,1.9,11.1,6.5,7.9,0.5,0.0,10.4,19.0,,0.0,0.2,0.2,.035,,-2.5,-2.3,-4.8,-0.2
474,Matt Thomas\thomama02,SG,26,TOR,26,192,8.2,.545,.661,.113,1.7,10.6,6.0,6.7,0.5,0.0,8.4,16.0,,0.0,0.1,0.1,.030,,-2.2,-2.5,-4.7,-0.1
474,Matt Thomas\thomama02,SG,26,UTA,12,93,12.2,.560,.565,.065,2.4,12.0,7.4,10.3,0.5,0.0,12.9,25.2,,0.0,0.1,0.1,.044,,-3.0,-2.0,-5.0,-0.1
475,Tristan Thompson\thomptr01,PF,29,BOS,50,1171,14.8,.542,.010,.371,15.0,23.9,19.4,7.6,0.8,2.4,13.8,15.2,,1.5,1.2,2.7,.112,,-1.2,-1.1,-2.3,-0.1
476,Sindarius Thornwell\thornsi01,SG,26,NOP,14,73,4.5,.388,.429,.095,1.5,6.0,3.8,7.0,3.3,1.3,15.5,15.0,,-0.2,0.1,-0.1,-0.059,,-6.1,0.1,-5.9,-0.1
477,Matisse Thybulle\thybuma01,SG,23,PHI,61,1223,10.1,.509,.583,.079,2.7,7.9,5.4,6.3,3.8,4.7,10.6,9.2,,0.2,2.5,2.7,.105,,-2.7,4.2,1.5,1.1
478,Killian Tillie\tilliki02,C,22,MEM,16,129,8.2,.421,.619,.167,4.8,9.2,7.0,4.9,1.8,4.9,2.2,15.1,,0.0,0.2,0.1,.046,,-4.5,-0.4,-4.9,-0.1
479,Xavier Tillman Sr.\tillmxa01,PF,22,MEM,52,976,15.0,.602,.221,.177,7.0,18.1,12.5,9.4,2.1,2.7,10.7,14.2,,1.4,1.4,2.8,.136,,-1.2,1.1,-0.1,0.5
480,Anthony Tolliver\tollian01,PF,35,PHI,6,65,2.8,.316,.700,.600,5.2,8.3,6.8,3.7,2.2,2.7,19.2,10.3,,-0.1,0.1,0.0,-0.013,,-7.6,-0.9,-8.5,-0.1
481,Obi Toppin\toppiob01,PF,22,NYK,54,602,11.8,.558,.402,.141,4.2,17.8,11.0,6.2,1.2,1.9,10.5,16.1,,0.3,0.9,1.2,.092,,-2.2,0.1,-2.1,0.0
